gene,log2FC,p_adj,category
PTPLAD2,-1.6788199327317024,2.3615494363528286e-17,Downregulated
L2HGDH,1.3305817707165923,2.372225077721138e-17,Upregulated
RAB10,1.0945102813512977,2.4271956940412177e-17,Upregulated
ZNF25,-1.14904569465076,2.4271956940412177e-17,Downregulated
CD99L2,-1.099610426428132,2.4344950151079236e-17,Downregulated
KDR,-2.418039901901243,2.4535685714003922e-17,Downregulated
DOCK8,-2.318042342172066,2.4724906695043065e-17,Downregulated
CTSS,-2.425097865074516,2.4817399806950488e-17,Downregulated
SFTA3,-6.103773165044571,2.523546118926337e-17,Downregulated
SLC16A11,-2.3977365098257124,2.5318634973198805e-17,Downregulated
ZNF695,4.137456759923133,2.534121834119993e-17,Upregulated
NME1,1.9458829268987736,2.547341436130784e-17,Upregulated
C1orf131,1.0599977521697737,2.5595932356093357e-17,Upregulated
SECTM1,-1.7025470109557297,2.566684842739354e-17,Downregulated
C1orf228,-2.251203466746123,2.567868723516409e-17,Downregulated
HK3,-2.5851011378696303,2.5718097602456486e-17,Downregulated
KLHDC1,-1.5101520431724058,2.5978099778170054e-17,Downregulated
GIPC2,-2.763142580645117,2.5978099778170054e-17,Downregulated
CALML3,7.132758279406324,2.613449425303613e-17,Upregulated
LPCAT1,-2.371961371573736,2.8291667368143504e-17,Downregulated
NLRP12,-2.9071580061433635,2.86210515699177e-17,Downregulated
PSMC3IP,1.2690136581495706,2.8636929170973225e-17,Upregulated
POC1A,1.6019694720884292,2.882303343415326e-17,Upregulated
TYROBP,-2.429803673782306,2.8933860772021256e-17,Downregulated
TCEAL1,-1.1370568686701894,2.9024541427630507e-17,Downregulated
KCNK17,-2.7779615798397668,2.9746649314471457e-17,Downregulated
ADCY9,-1.685080346837526,2.983673016905688e-17,Downregulated
FAM65A,-1.326665003564715,3.037009202347059e-17,Downregulated
FPR1,-2.712552208191579,3.0380725306865344e-17,Downregulated
USH1G,3.883399277521144,3.058158040227437e-17,Upregulated
NCBP2,1.1139213048187084,3.058158040227437e-17,Upregulated
CSNK2A1,1.1329396700091865,3.1170878124029145e-17,Upregulated
GJB4,3.717877720146342,3.1344391024917504e-17,Upregulated
PCSK2,-3.8869013285481455,3.1532569333451784e-17,Downregulated
SFTPD,-6.091563647197302,3.159288782899885e-17,Downregulated
SGMS1,-1.0692145759052334,3.170856806188078e-17,Downregulated
CHRM1,-3.717200401337751,3.175225441714895e-17,Downregulated
AFAP1L1,-1.8464834283077307,3.1846705397241525e-17,Downregulated
KLHL41,-2.4318624701147087,3.1936511248181294e-17,Downregulated
SLC16A4,-2.5346997531901687,3.201730692357247e-17,Downregulated
ZEB1,-1.8935189502516143,3.220698266742907e-17,Downregulated
FOXE1,5.637257742349908,3.278984815683168e-17,Upregulated
PTH1R,-2.893338424259869,3.278984815683168e-17,Downregulated
ARHGEF10,-1.8523480010393647,3.337119906528085e-17,Downregulated
CLSPN,3.027508738700157,3.3764100057063283e-17,Upregulated
GTF2IRD1,1.2494104994525976,3.4776200619349224e-17,Upregulated
NDC1,1.4186289510464274,3.4829984743245355e-17,Upregulated
TMOD1,-2.5049037276749218,3.565036160836389e-17,Downregulated
KCNA5,-3.2287775581526184,3.570687981605974e-17,Downregulated
OMG,-4.305352429961273,3.624475231311905e-17,Downregulated
SESN1,-1.5896091827841,3.6534469691236965e-17,Downregulated
RAPGEFL1,2.6213812534990497,3.69310135043993e-17,Upregulated
TPRXL,3.437636224730116,3.7015281618781307e-17,Upregulated
LRCH2,-2.12952114223227,3.7181497654734206e-17,Downregulated
KNOP1,1.4568658861948656,3.763580432189287e-17,Upregulated
SMAD6,-2.83372829226978,3.7755077767389335e-17,Downregulated
ZC3H12B,-1.6433073215665828,3.7936021884855265e-17,Downregulated
UTRN,-1.7907849453488345,3.797817237022959e-17,Downregulated
LRRC18,-3.527025924076937,3.801862587888964e-17,Downregulated
ADAMTSL3,-3.1728578655889965,3.801862587888964e-17,Downregulated
COL4A3BP,-1.0327433320720338,3.9013844262923655e-17,Downregulated
B3GALNT2,1.159805991899585,3.90329052770545e-17,Upregulated
ATP11A,-2.1764664084675616,3.918561166210637e-17,Downregulated
SLC8A3,-2.506340053689685,4.005444494541606e-17,Downregulated
GNMT,-2.3619856425600587,4.0174646344390446e-17,Downregulated
SDCBP,-1.3623537121844986,4.0310734358701677e-17,Downregulated
ANO5,-2.632313334531419,4.0916834809704265e-17,Downregulated
RBMS2,-1.6943091762197868,4.0916834809704265e-17,Downregulated
XRCC3,1.4505830594066298,4.153821943631846e-17,Upregulated
ARHGAP30,-1.940384935314242,4.161410679845295e-17,Downregulated
KMO,-2.5578616173101825,4.191851029639826e-17,Downregulated
GRAMD2,-2.9406154887374347,4.216873907178266e-17,Downregulated
TMEM163,-3.149655705857546,4.308257129170446e-17,Downregulated
SPERT,3.0488896203547817,4.3901550408759723e-17,Upregulated
NFE2,-2.940694079991112,4.3974108558977846e-17,Downregulated
RCCD1,1.4450907330790512,4.4657602610747253e-17,Upregulated
ACP5,-2.300588249029176,4.4856325539027855e-17,Downregulated
LAMB2,-1.6970590081706938,4.545893417591865e-17,Downregulated
CENPK,2.2750896232965587,4.5542674183540274e-17,Upregulated
COX7A1,-2.4788259982250764,4.556476619363684e-17,Downregulated
CST1,5.171274847035325,4.6091645102498516e-17,Upregulated
FAM162A,1.478039743492893,4.650185444529386e-17,Upregulated
APOL3,-2.257848044074361,4.8150878079945725e-17,Downregulated
SCIMP,-3.003731031783074,4.837308909426213e-17,Downregulated
DARC,-4.290982889132171,4.8508795048640836e-17,Downregulated
BDH2,-1.3419623175663755,4.879796389171601e-17,Downregulated
LGI4,-2.446237235431592,4.938931275112653e-17,Downregulated
SNRPB,1.177843276399669,4.97299748352973e-17,Upregulated
MLPH,-3.520002426494848,5.032784948049931e-17,Downregulated
ADH1A,-2.7273987553737937,5.2168060635204825e-17,Downregulated
MYO1F,-2.0468580766868465,5.220034767548965e-17,Downregulated
NEK7,-1.2684300880477384,5.223723863295621e-17,Downregulated
PRICKLE2,-1.944318373085311,5.228926435854221e-17,Downregulated
CHRNA5,2.7565968082198378,5.300621594119625e-17,Upregulated
C19orf35,-1.966470722577787,5.300621594119625e-17,Downregulated
ITGA10,-2.480322042274638,5.37265467197994e-17,Downregulated
FNIP2,-1.672943453739422,5.37912340361004e-17,Downregulated
LCLAT1,1.0690062169090195,5.380728142138579e-17,Upregulated
NSUN2,1.0903918760496474,5.435735074253526e-17,Upregulated
AKAP5,-1.7243578479873802,5.484974407457089e-17,Downregulated
ZBTB4,-1.312546661768911,5.484974407457089e-17,Downregulated
STYK1,1.884124234231648,5.557238245151854e-17,Upregulated
ITIH3,-2.8726071224724863,5.614127720418467e-17,Downregulated
TEC,-1.4386020242479622,5.62826792369493e-17,Downregulated
POLD2,1.0554903504099862,5.704047027895304e-17,Upregulated
ALAS1,-1.037451307828297,5.716881987997514e-17,Downregulated
PLEKHH2,-2.732361138681359,5.716881987997514e-17,Downregulated
QSOX1,-1.3101968683776235,5.819504488115391e-17,Downregulated
IQSEC1,-1.4594106504698503,5.943174099497122e-17,Downregulated
SLC34A2,-5.530539526457503,5.988126444394455e-17,Downregulated
HLA-DRB5,-2.71039039075397,6.050688852586821e-17,Downregulated
HOXC8,3.482198884448712,6.10164890286567e-17,Upregulated
TMEM79,2.2931416821786144,6.10164890286567e-17,Upregulated
EIF4EBP1,2.087254475441407,6.122739761843701e-17,Upregulated
ALPL,-3.189802223189657,6.14872298171533e-17,Downregulated
JUND,-1.8049020304558496,6.404057568463401e-17,Downregulated
DOCK11,-2.1325425949853365,6.430399370241754e-17,Downregulated
NEXN,-2.4492055789771543,6.455546002888769e-17,Downregulated
SFTA2,-6.593409426218511,6.582006415630726e-17,Downregulated
HDGF,1.0835292458742316,6.589804157183368e-17,Upregulated
SLC26A9,-3.993386434502102,6.601863501342736e-17,Downregulated
GREM2,-2.4926906737965595,6.789390555213043e-17,Downregulated
MFSD7,-1.9507939320051195,6.811160155553731e-17,Downregulated
N4BP2L1,-1.6847086863279008,6.818135809203032e-17,Downregulated
FAT4,-2.3526555145348462,6.821739214249767e-17,Downregulated
RAB11FIP2,-1.2717755233197972,6.892831476061507e-17,Downregulated
TYMS,2.404893935088883,7.094036815000478e-17,Upregulated
GIPC3,-1.990428515642208,7.111755154934071e-17,Downregulated
CXCL2,-4.287224034070096,7.165546016544684e-17,Downregulated
PLEKHG6,2.6227562211418007,7.207945122926843e-17,Upregulated
P4HTM,-1.1850988931488828,7.237077218261917e-17,Downregulated
ACSS2,-1.0803909560031428,7.280865872678327e-17,Downregulated
LY86,-2.749410046174069,7.325712610257519e-17,Downregulated
TCF19,1.5846961834517683,7.34899987584946e-17,Upregulated
MYL3,-2.452722994913073,7.394255768468217e-17,Downregulated
PXDC1,-1.3613703565859137,7.431671600679617e-17,Downregulated
B3GNT7,-2.6190394018026284,7.434002728327693e-17,Downregulated
SH3GL2,-3.520720414370623,7.490418592127468e-17,Downregulated
R3HDM1,1.094312966196811,7.515505049531163e-17,Upregulated
HYI,-1.2070600733622996,7.53483420111807e-17,Downregulated
PTGIR,-2.1437618555946143,7.550399805174237e-17,Downregulated
APH1B,-1.0788186365442067,7.561375294807578e-17,Downregulated
CAV1,-3.4527473007028373,7.583010248279298e-17,Downregulated
KLF17,-1.979443307284156,7.678529851875929e-17,Downregulated
HDAC2,1.0629409192471844,7.678529851875929e-17,Upregulated
RAPGEF2,-1.7497984335741936,7.690410062238822e-17,Downregulated
CPOX,1.1564686640090862,7.697450889589195e-17,Upregulated
S100A2,5.373324877280512,7.702672161889795e-17,Upregulated
PNCK,4.391297381122072,7.714724921907667e-17,Upregulated
SHH,-3.1640585688043026,7.714724921907667e-17,Downregulated
ALYREF,1.0601962249868784,7.918305859184282e-17,Upregulated
CCL14,-4.360951090751719,7.924963579264257e-17,Downregulated
OLR1,-3.63979995956084,8.096548979439743e-17,Downregulated
CCL15-CCL14,-4.793190163061145,8.100099733712346e-17,Downregulated
RMDN2,-1.863930928842516,8.110144744601837e-17,Downregulated
BTN3A3,-1.7123511595345562,8.111834037006566e-17,Downregulated
AVPR2,-2.9172404369709604,8.173010360815421e-17,Downregulated
KIAA0040,-1.829801407583464,8.219607490307753e-17,Downregulated
TRPC6,-2.3550943064258503,8.219607490307753e-17,Downregulated
C11orf84,1.1007844269789882,8.395422103291489e-17,Upregulated
RBMS3,-2.1864902196701905,8.419184087446577e-17,Downregulated
RASAL1,3.3994781818771007,8.422538711622831e-17,Upregulated
LYL1,-1.8813717117954232,8.436379183998181e-17,Downregulated
LGALS7B,5.167282609916369,8.489148456324954e-17,Upregulated
WWC3,-1.430592106482136,8.63080110109881e-17,Downregulated
HLA-DRB1,-2.5050985291068777,8.778267232117028e-17,Downregulated
TMPRSS4,4.712314224408198,8.991761118127227e-17,Upregulated
RECK,-1.7723587508258127,8.998549838907471e-17,Downregulated
GCOM1,-3.2386214180687425,9.01848466487617e-17,Downregulated
RDM1,3.250737721895077,9.126789547590567e-17,Upregulated
FES,-1.5382392465228154,9.192177003266588e-17,Downregulated
PI16,-4.595714784183764,9.413646632823233e-17,Downregulated
SFTPA1,-7.712941382516918,9.486366794250459e-17,Downregulated
LRRC31,-2.905874109445218,9.522004556038211e-17,Downregulated
MSH6,1.3658853673933784,9.534790764093198e-17,Upregulated
C16orf86,-1.5452764264924506,9.607950872055232e-17,Downregulated
BIN2,-2.190974535177249,9.607950872055232e-17,Downregulated
DLG5,1.4543155135076278,9.754249579076907e-17,Upregulated
RP11-664D7.4,-4.525252709796318,9.764256312927304e-17,Downregulated
DEPDC7,2.028195807208468,9.764256312927304e-17,Upregulated
CDH3,3.2194103224561417,1.0039744856723374e-16,Upregulated
GCSAML,-2.3416099121845435,1.0072852852995346e-16,Downregulated
RFTN1,-2.142941624996132,1.0230808998567399e-16,Downregulated
GLRX,-2.0739218582108645,1.0466167952027484e-16,Downregulated
ARHGAP11B,1.6315781529730744,1.0466167952027484e-16,Upregulated
DVL3,1.3562748033982022,1.0515710773578494e-16,Upregulated
PARD6B,-1.9225388236914336,1.0761806520249001e-16,Downregulated
FAT2,5.240151095888434,1.0988198911613095e-16,Upregulated
TPPP3,-3.4786294217907123,1.099080868059993e-16,Downregulated
FAM13B,-1.1398039333131544,1.1169011620954354e-16,Downregulated
ATP10A,-2.6537359470321613,1.1269155849523703e-16,Downregulated
PSRC1,1.608829782630047,1.131257891031775e-16,Upregulated
TSC22D3,-2.097255676775804,1.1413463344700935e-16,Downregulated
C1orf168,-3.3237251854984486,1.1809767796384206e-16,Downregulated
CRTAC1,-4.590780727506694,1.1906593702117432e-16,Downregulated
SLC43A2,-1.46235249351977,1.1906593702117432e-16,Downregulated
FLT4,-2.370605107938119,1.202605780125493e-16,Downregulated
IGF2BP3,3.316688907788629,1.225008399815142e-16,Upregulated
WIF1,-6.0277026562518055,1.250828651466062e-16,Downregulated
WWP2,-1.0527460507645472,1.267046454978342e-16,Downregulated
PRG4,-4.956492722612568,1.267046454978342e-16,Downregulated
SSX2IP,1.2578493941938342,1.2688895983252642e-16,Upregulated
PCDHGA2,-2.2380536207853576,1.2688895983252642e-16,Downregulated
KLRF1,-2.745567203494374,1.2719307323160564e-16,Downregulated
PZP,-3.1288988827687083,1.3031832505666023e-16,Downregulated
TRIM22,-1.7270580078232634,1.3079600227548563e-16,Downregulated
SUV39H1,1.1066831139070246,1.3091960796434383e-16,Upregulated
GNG7,-2.49190598280971,1.3308246456303755e-16,Downregulated
EDN1,-2.6496038750515165,1.3396468551626926e-16,Downregulated
BEST1,-1.378441766734258,1.3449124759830475e-16,Downregulated
ABCC9,-2.094937157242008,1.3539557071305712e-16,Downregulated
PTGDR2,-1.95438009904426,1.3612317242132695e-16,Downregulated
SLC6A12,-1.9256972393079588,1.361674270427223e-16,Downregulated
EIF3B,1.032156676580632,1.3673678930458035e-16,Upregulated
NKX2-1,-4.907767087058046,1.3726286660019534e-16,Downregulated
IDNK,-1.3864648052039614,1.3726286660019534e-16,Downregulated
ZNF442,-1.4858250744052577,1.3860121863978388e-16,Downregulated
HLA-DPA1,-2.425098614228359,1.3949651961685882e-16,Downregulated
ITIH5,-3.602874145229066,1.3949651961685882e-16,Downregulated
TFPI,-2.5245091108942628,1.3949651961685882e-16,Downregulated
CST6,-2.8982554800389675,1.3949651961685882e-16,Downregulated
CD160,-2.4309257115072014,1.4103096610633287e-16,Downregulated
C10orf107,-3.629400267185557,1.413216888590001e-16,Downregulated
PVRL4,2.5572535437285087,1.4241888938684212e-16,Upregulated
RGS18,-2.220345903053871,1.44094073078666e-16,Downregulated
SLC27A3,-1.6839212320638666,1.4656168095683898e-16,Downregulated
GAPT,-2.619429232576918,1.4726050636109152e-16,Downregulated
SLC16A5,-2.0227474732308552,1.4826321807108042e-16,Downregulated
KCNA4,-3.236212603021147,1.5091786926024163e-16,Downregulated
MAGI1,-1.8235217193359592,1.519995826549858e-16,Downregulated
PRIM2,1.3654960113574577,1.5215239359190634e-16,Upregulated
CARD8,-1.2198029934925412,1.5473626316025674e-16,Downregulated
TNFRSF10C,-2.1429547858299323,1.5578289567213438e-16,Downregulated
ZMYND12,-2.105278080501985,1.577681542165017e-16,Downregulated
ERVFRD-1,-2.435580585684403,1.5830108272564102e-16,Downregulated
MAP6,-2.5901934330456315,1.586714755737652e-16,Downregulated
ZIC2,4.45867223174498,1.5915072238471412e-16,Upregulated
RBPMS,-1.8978410940477133,1.6101057490111858e-16,Downregulated
TOX2,-1.905104538773971,1.6569867369286323e-16,Downregulated
EMR3,-3.2486021045481395,1.6591800971953967e-16,Downregulated
NOD1,-1.2992137886113078,1.6600902707307862e-16,Downregulated
PPME1,1.0478430058299253,1.6608800738620054e-16,Upregulated
SERPING1,-2.0221569607228016,1.6716045618922624e-16,Downregulated
IGSF11,3.1390946235832544,1.6716045618922624e-16,Upregulated
MYL12A,-1.0064705271454049,1.6951112312150472e-16,Downregulated
LIFR,-2.6529376893489784,1.706445624723265e-16,Downregulated
TMPRSS2,-3.4223436413945745,1.7365350621646375e-16,Downregulated
SGCG,-3.7201787850374015,1.763907992034397e-16,Downregulated
PPP1R15A,-1.8823535010331904,1.7790936862645894e-16,Downregulated
WDR72,4.346346286353638,1.7793757765535746e-16,Upregulated
PKP1,4.989058587070651,1.789975071059732e-16,Upregulated
EVI2B,-2.454316852726412,1.789975071059732e-16,Downregulated
MGP,-2.862157588220146,1.7934049989544894e-16,Downregulated
RGS22,-3.113830226945876,1.8035200165424844e-16,Downregulated
PDE1B,-2.288792551632973,1.8363745359953462e-16,Downregulated
SPRR1B,6.585369539565752,1.8659987099371118e-16,Upregulated
SLC11A1,-2.760386353458749,1.873508067772098e-16,Downregulated
CD3EAP,1.6635668199594438,1.8772698031648527e-16,Upregulated
RGL1,-1.6325536753017629,1.8961574156201376e-16,Downregulated
H2AFZ,1.1090196499225762,1.8961574156201376e-16,Upregulated
MAPRE2,-1.3998040484041354,1.9246382907690734e-16,Downregulated
STAP2,1.3972567461545893,1.9556686730624702e-16,Upregulated
CCNI2,-2.1154461506176228,1.9556686730624702e-16,Downregulated
ADARB1,-2.122356791231158,1.9757603137637692e-16,Downregulated
FAM220A,1.0184329782041963,1.9888159561755046e-16,Upregulated
FCER1A,-3.1744273598225954,2.0290251294183e-16,Downregulated
ERO1L,1.7627465996004226,2.0388780458188863e-16,Upregulated
TCEAL2,-3.652288033715795,2.0512454849712382e-16,Downregulated
KREMEN2,4.724563050949882,2.057984886396848e-16,Upregulated
USP44,-2.628615457062612,2.1154854000989591e-16,Downregulated
RAB17,-2.8882381023751256,2.1190029973618016e-16,Downregulated
CCBE1,-3.16496885422822,2.1403633930220494e-16,Downregulated
SH3BGRL,-1.434510336789213,2.142365604793762e-16,Downregulated
TMTC3,1.3737245686163284,2.1538155550475707e-16,Upregulated
CD69,-2.7849227161447594,2.1538155550475707e-16,Downregulated
KCNQ1,-2.4774484391120515,2.162625155125132e-16,Downregulated
SORT1,-1.6535283208140736,2.1642676814115862e-16,Downregulated
TMEM182,1.3400159736935295,2.1642676814115862e-16,Upregulated
PDE2A,-2.591759182512467,2.2938106908108216e-16,Downregulated
TUBB,1.1605881775200242,2.3017040333411216e-16,Upregulated
AGTPBP1,-1.2182315095124556,2.3623463885090246e-16,Downregulated
TMEM213,-3.834723098558459,2.362801351836004e-16,Downregulated
HLA-DPB1,-2.3368624929107646,2.36598705241763e-16,Downregulated
CD1C,-2.7761920279797634,2.3753528148749345e-16,Downregulated
LRFN4,1.379014725425086,2.3753528148749345e-16,Upregulated
TMPRSS11E,5.1605351405907625,2.376485086927637e-16,Upregulated
GABRQ,3.366332198191309,2.382491788325872e-16,Upregulated
CA9,5.557380172054862,2.384295508746972e-16,Upregulated
COL17A1,4.849737986256557,2.389987169186648e-16,Upregulated
HRCT1,-3.1816972630187594,2.3922076331097246e-16,Downregulated
PIGX,1.7443112756070018,2.422207348023673e-16,Upregulated
PGAM5,1.1866672892434489,2.4568138295329686e-16,Upregulated
SLC39A6,1.1088269611759607,2.465279193917072e-16,Upregulated
KNDC1,-3.187031460235721,2.4809096588290237e-16,Downregulated
NR2F1,-2.284109674196703,2.486295747118605e-16,Downregulated
NAPSA,-6.198845518109527,2.5403865388692286e-16,Downregulated
DROSHA,1.1529401052870902,2.541286610253432e-16,Upregulated
PTGDS,-3.346667674089087,2.573196792815898e-16,Downregulated
FAM72B,1.5068948141159746,2.585677420979062e-16,Upregulated
JDP2,-1.8492165312720843,2.5911505897712e-16,Downregulated
ABHD14B,-1.0599988714505155,2.5981656404437585e-16,Downregulated
SNRPD1,1.3162732848488918,2.5981656404437585e-16,Upregulated
CADM4,1.414902866518288,2.620403131581126e-16,Upregulated
LILRA6,-2.316064682089457,2.666912472989138e-16,Downregulated
STAC3,-1.651201156732505,2.828119171738422e-16,Downregulated
